Unnamed: 0,building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,weekday,hour,month
581755,1298,3,1.45252E+18,6.484032,14,0,12.04991579,,,-2.8,0,-12.8,0,1013,270,5.7,0,13,1
584048,1298,0,1.45252E+18,6.2694144,14,0,12.04991579,,,-2.2,0,-12.8,0,1014.5,280,6.2,0,14,1
584049,1298,1,1.45252E+18,7.5703144,14,0,12.04991579,,,-2.2,0,-12.8,0,1014.5,280,6.2,0,14,1
584050,1298,2,1.45252E+18,8.330181,14,0,12.04991579,,,-2.2,0,-12.8,0,1014.5,280,6.2,0,14,1
584051,1298,3,1.45252E+18,7.152934,14,0,12.04991579,,,-2.2,0,-12.8,0,1014.5,280,6.2,0,14,1
586345,1298,0,1.45252E+18,6.26597,14,0,12.04991579,,,-1.7,0,-13.9,0,1015,270,6.2,0,15,1
586346,1298,1,1.45252E+18,7.6572165,14,0,12.04991579,,,-1.7,0,-13.9,0,1015,270,6.2,0,15,1
586347,1298,2,1.45252E+18,8.339355,14,0,12.04991579,,,-1.7,0,-13.9,0,1015,270,6.2,0,15,1
586348,1298,3,1.45252E+18,6.634716,14,0,12.04991579,,,-1.7,0,-13.9,0,1015,270,6.2,0,15,1
588641,1298,0,1.45253E+18,6.283268,14,0,12.04991579,,,-1.1,0,-13.3,0,1015.5,270,7.7,0,16,1
588642,1298,1,1.45253E+18,7.682298,14,0,12.04991579,,,-1.1,0,-13.3,0,1015.5,270,7.7,0,16,1
588643,1298,2,1.45253E+18,8.319866,14,0,12.04991579,,,-1.1,0,-13.3,0,1015.5,270,7.7,0,16,1
588644,1298,3,1.45253E+18,6.8118863,14,0,12.04991579,,,-1.1,0,-13.3,0,1015.5,270,7.7,0,16,1
590939,1298,0,1.45253E+18,6.286996,14,0,12.04991579,,,-0.6,0,-13.9,0,1015,270,8.2,0,17,1
590940,1298,1,1.45253E+18,7.697843,14,0,12.04991579,,,-0.6,0,-13.9,0,1015,270,8.2,0,17,1
590941,1298,2,1.45253E+18,8.312005,14,0,12.04991579,,,-0.6,0,-13.9,0,1015,270,8.2,0,17,1
590942,1298,3,1.45253E+18,6.4098425,14,0,12.04991579,,,-0.6,0,-13.9,0,1015,270,8.2,0,17,1
593240,1298,0,1.45254E+18,6.2706084,14,0,12.04991579,,,0,0,-12.8,0,1014,270,6.7,0,18,1
593241,1298,1,1.45254E+18,7.7856,14,0,12.04991579,,,0,0,-12.8,0,1014,270,6.7,0,18,1
593242,1298,2,1.45254E+18,8.310936,14,0,12.04991579,,,0,0,-12.8,0,1014,270,6.7,0,18,1
593243,1298,3,1.45254E+18,6.6698637,14,0,12.04991579,,,0,0,-12.8,0,1014,270,6.7,0,18,1
595541,1298,0,1.45254E+18,6.2675004,14,0,12.04991579,,,0.6,0,-15.6,0,1014,270,7.2,0,19,1
595542,1298,1,1.45254E+18,7.8071723,14,0,12.04991579,,,0.6,0,-15.6,0,1014,270,7.2,0,19,1
595543,1298,2,1.45254E+18,8.323247,14,0,12.04991579,,,0.6,0,-15.6,0,1014,270,7.2,0,19,1
595544,1298,3,1.45254E+18,6.802689,14,0,12.04991579,,,0.6,0,-15.6,0,1014,270,7.2,0,19,1
597841,1298,0,1.45254E+18,6.279,14,0,12.04991579,,,0,0,-16.7,0,1014.5,280,5.7,0,20,1
597842,1298,1,1.45254E+18,7.8195076,14,0,12.04991579,,,0,0,-16.7,0,1014.5,280,5.7,0,20,1
597843,1298,2,1.45254E+18,8.326824,14,0,12.04991579,,,0,0,-16.7,0,1014.5,280,5.7,0,20,1
597844,1298,3,1.45254E+18,5.8333917,14,0,12.04991579,,,0,0,-16.7,0,1014.5,280,5.7,0,20,1
600143,1298,0,1.45255E+18,6.2745833,14,0,12.04991579,,,0,0,-15.6,0,1015.5,290,3.6,0,21,1
600144,1298,1,1.45255E+18,7.791539,14,0,12.04991579,,,0,0,-15.6,0,1015.5,290,3.6,0,21,1
600145,1298,2,1.45255E+18,8.341844,14,0,12.04991579,,,0,0,-15.6,0,1015.5,290,3.6,0,21,1
600146,1298,3,1.45255E+18,6.890132,14,0,12.04991579,,,0,0,-15.6,0,1015.5,290,3.6,0,21,1
602441,1298,0,1.45255E+18,6.208165,14,0,12.04991579,,,-1.1,0,-15.6,0,1016.5,270,4.6,0,22,1
602442,1298,1,1.45255E+18,7.7849183,14,0,12.04991579,,,-1.1,0,-15.6,0,1016.5,270,4.6,0,22,1
602443,1298,2,1.45255E+18,8.342258,14,0,12.04991579,,,-1.1,0,-15.6,0,1016.5,270,4.6,0,22,1
602444,1298,3,1.45255E+18,7.113158,14,0,12.04991579,,,-1.1,0,-15.6,0,1016.5,270,4.6,0,22,1
604738,1298,0,1.45255E+18,6.1499267,14,0,12.04991579,,,-1.1,0,-16.1,0,1018,280,3.6,0,23,1
604739,1298,1,1.45255E+18,7.769839,14,0,12.04991579,,,-1.1,0,-16.1,0,1018,280,3.6,0,23,1
604740,1298,2,1.45255E+18,8.339563,14,0,12.04991579,,,-1.1,0,-16.1,0,1018,280,3.6,0,23,1
604741,1298,3,1.45255E+18,6.6056685,14,0,12.04991579,,,-1.1,0,-16.1,0,1018,280,3.6,0,23,1
607035,1298,0,1.45256E+18,6.1209455,14,0,12.04991579,,,-2.2,0,-15.6,0,1018,320,2.1,1,0,1
607036,1298,1,1.45256E+18,7.672995,14,0,12.04991579,,,-2.2,0,-15.6,0,1018,320,2.1,1,0,1
607037,1298,2,1.45256E+18,8.337279,14,0,12.04991579,,,-2.2,0,-15.6,0,1018,320,2.1,1,0,1
607038,1298,3,1.45256E+18,6.466176,14,0,12.04991579,,,-2.2,0,-15.6,0,1018,320,2.1,1,0,1
609329,1298,0,1.45256E+18,6.074304,14,0,12.04991579,,,-3.3,0,-16.1,0,1019,300,2.1,1,1,1
609330,1298,1,1.45256E+18,7.6498404,14,0,12.04991579,,,-3.3,0,-16.1,0,1019,300,2.1,1,1,1
609331,1298,2,1.45256E+18,8.330601,14,0,12.04991579,,,-3.3,0,-16.1,0,1019,300,2.1,1,1,1
609332,1298,3,1.45256E+18,7.1079,14,0,12.04991579,,,-3.3,0,-16.1,0,1019,300,2.1,1,1,1
611628,1298,0,1.45256E+18,6.1005654,14,0,12.04991579,,,-4.4,0,-15,0,1019,0,0,1,2,1
611629,1298,1,1.45256E+18,7.6408587,14,0,12.04991579,,,-4.4,0,-15,0,1019,0,0,1,2,1
611630,1298,2,1.45256E+18,8.328294,14,0,12.04991579,,,-4.4,0,-15,0,1019,0,0,1,2,1
611631,1298,3,1.45256E+18,6.566875,14,0,12.04991579,,,-4.4,0,-15,0,1019,0,0,1,2,1
613925,1298,0,1.45257E+18,6.0544252,14,0,12.04991579,,,-5.6,0,-13.9,0,1019,230,1.5,1,3,1
613926,1298,1,1.45257E+18,7.6054025,14,0,12.04991579,,,-5.6,0,-13.9,0,1019,230,1.5,1,3,1
613927,1298,2,1.45257E+18,8.337279,14,0,12.04991579,,,-5.6,0,-13.9,0,1019,230,1.5,1,3,1
613928,1298,3,1.45257E+18,6.8499312,14,0,12.04991579,,,-5.6,0,-13.9,0,1019,230,1.5,1,3,1
616218,1298,0,1.45257E+18,6.042388,14,0,12.04991579,,,-5.6,0,-13.3,0,1019,0,0,1,4,1
616219,1298,1,1.45257E+18,7.6065464,14,0,12.04991579,,,-5.6,0,-13.3,0,1019,0,0,1,4,1
616220,1298,2,1.45257E+18,8.33123,14,0,12.04991579,,,-5.6,0,-13.3,0,1019,0,0,1,4,1
616221,1298,3,1.45257E+18,6.612764,14,0,12.04991579,,,-5.6,0,-13.3,0,1019,0,0,1,4,1
618510,1298,0,1.45257E+18,6.035886,14,0,12.04991579,,,-6.1,0,-12.2,0,1019,0,0,1,5,1
618511,1298,1,1.45257E+18,7.567811,14,0,12.04991579,,,-6.1,0,-12.2,0,1019,0,0,1,5,1
618512,1298,2,1.45257E+18,8.324089,14,0,12.04991579,,,-6.1,0,-12.2,0,1019,0,0,1,5,1
618513,1298,3,1.45257E+18,6.8457375,14,0,12.04991579,,,-6.1,0,-12.2,0,1019,0,0,1,5,1
620800,1298,0,1.45258E+18,6.0805645,14,0,12.04991579,,,-7.2,0,-12.2,0,1019,0,0,1,6,1
620801,1298,1,1.45258E+18,7.534645,14,0,12.04991579,,,-7.2,0,-12.2,0,1019,0,0,1,6,1
620802,1298,2,1.45258E+18,8.323877,14,0,12.04991579,,,-7.2,0,-12.2,0,1019,0,0,1,6,1
620803,1298,3,1.45258E+18,6.9285965,14,0,12.04991579,,,-7.2,0,-12.2,0,1019,0,0,1,6,1
623091,1298,0,1.45258E+18,6.0400095,14,0,12.04991579,,,-7.2,0,-11.7,0,1018.5,0,0,1,7,1
623092,1298,1,1.45258E+18,7.4983544,14,0,12.04991579,,,-7.2,0,-11.7,0,1018.5,0,0,1,7,1
623093,1298,2,1.45258E+18,8.332693,14,0,12.04991579,,,-7.2,0,-11.7,0,1018.5,0,0,1,7,1
623094,1298,3,1.45258E+18,6.4285607,14,0,12.04991579,,,-7.2,0,-11.7,0,1018.5,0,0,1,7,1
625384,1298,0,1.45259E+18,6.034795,14,0,12.04991579,,,-7.8,0,-12.2,0,1019,0,0,1,8,1
625385,1298,1,1.45259E+18,7.4785314,14,0,12.04991579,,,-7.8,0,-12.2,0,1019,0,0,1,8,1
625386,1298,2,1.45259E+18,8.326613,14,0,12.04991579,,,-7.8,0,-12.2,0,1019,0,0,1,8,1
625387,1298,3,1.45259E+18,6.7632103,14,0,12.04991579,,,-7.8,0,-12.2,0,1019,0,0,1,8,1
627673,1298,0,1.45259E+18,6.037835,14,0,12.04991579,,,-8.9,0,-12.2,0,1018.5,340,2.1,1,9,1
627674,1298,1,1.45259E+18,7.516575,14,0,12.04991579,,,-8.9,0,-12.2,0,1018.5,340,2.1,1,9,1
627675,1298,2,1.45259E+18,8.3228245,14,0,12.04991579,,,-8.9,0,-12.2,0,1018.5,340,2.1,1,9,1
627676,1298,3,1.45259E+18,6.620228,14,0,12.04991579,,,-8.9,0,-12.2,0,1018.5,340,2.1,1,9,1
629966,1298,0,1.45259E+18,6.013204,14,0,12.04991579,,,-8.9,0,-11.7,0,1017.5,110,1.5,1,10,1
629967,1298,1,1.45259E+18,7.51541,14,0,12.04991579,,,-8.9,0,-11.7,0,1017.5,110,1.5,1,10,1
629968,1298,2,1.45259E+18,8.323877,14,0,12.04991579,,,-8.9,0,-11.7,0,1017.5,110,1.5,1,10,1
629969,1298,3,1.45259E+18,6.9765816,14,0,12.04991579,,,-8.9,0,-11.7,0,1017.5,110,1.5,1,10,1
632255,1298,0,1.4526E+18,6.0941925,14,0,12.04991579,,,-7.2,0.3076,-11.7,0,1016.5,110,1.5,1,11,1
632256,1298,1,1.4526E+18,7.5520325,14,0,12.04991579,,,-7.2,0.3076,-11.7,0,1016.5,110,1.5,1,11,1
632257,1298,2,1.4526E+18,8.327245,14,0,12.04991579,,,-7.2,0.3076,-11.7,0,1016.5,110,1.5,1,11,1
632258,1298,3,1.4526E+18,6.637914,14,0,12.04991579,,,-7.2,0.3076,-11.7,0,1016.5,110,1.5,1,11,1
634548,1298,0,1.4526E+18,6.130474,14,0,12.04991579,,,-6.7,0.3076,-11.7,0,1016,0,0,1,12,1
634549,1298,1,1.4526E+18,7.577516,14,0,12.04991579,,,-6.7,0.3076,-11.7,0,1016,0,0,1,12,1
634550,1298,2,1.4526E+18,8.326824,14,0,12.04991579,,,-6.7,0.3076,-11.7,0,1016,0,0,1,12,1
634551,1298,3,1.4526E+18,6.543867,14,0,12.04991579,,,-6.7,0.3076,-11.7,0,1016,0,0,1,12,1
636842,1298,0,1.4526E+18,6.170815,14,0,12.04991579,,,-6.1,0,-11.1,0,1015,0,0,1,13,1
636843,1298,1,1.4526E+18,7.584458,14,0,12.04991579,,,-6.1,0,-11.1,0,1015,0,0,1,13,1
636844,1298,2,1.4526E+18,8.305585,14,0,12.04991579,,,-6.1,0,-11.1,0,1015,0,0,1,13,1
636845,1298,3,1.4526E+18,6.8591437,14,0,12.04991579,,,-6.1,0,-11.1,0,1015,0,0,1,13,1
639138,1298,0,1.45261E+18,6.265288,14,0,12.04991579,,,-3.3,4,-10.6,0,1014.5,0,0,1,14,1
639139,1298,1,1.45261E+18,7.576656,14,0,12.04991579,,,-3.3,4,-10.6,0,1014.5,0,0,1,14,1
639140,1298,2,1.45261E+18,8.328505,14,0,12.04991579,,,-3.3,4,-10.6,0,1014.5,0,0,1,14,1
639141,1298,3,1.45261E+18,7.0908933,14,0,12.04991579,,,-3.3,4,-10.6,0,1014.5,0,0,1,14,1
641436,1298,0,1.45261E+18,6.29292,14,0,12.04991579,,,-1.1,0.3076,-10,0,1013.5,170,2.6,1,15,1
641437,1298,1,1.45261E+18,7.8041983,14,0,12.04991579,,,-1.1,0.3076,-10,0,1013.5,170,2.6,1,15,1
641438,1298,2,1.45261E+18,8.315836,14,0,12.04991579,,,-1.1,0.3076,-10,0,1013.5,170,2.6,1,15,1
641439,1298,3,1.45261E+18,6.9452724,14,0,12.04991579,,,-1.1,0.3076,-10,0,1013.5,170,2.6,1,15,1
643735,1298,0,1.45261E+18,6.3084555,14,0,12.04991579,,,1.7,0.3076,-7.2,0,1011.5,170,5.1,1,16,1
643736,1298,1,1.45261E+18,7.6866717,14,0,12.04991579,,,1.7,0.3076,-7.2,0,1011.5,170,5.1,1,16,1
643737,1298,2,1.45261E+18,8.320711,14,0,12.04991579,,,1.7,0.3076,-7.2,0,1011.5,170,5.1,1,16,1
643738,1298,3,1.45261E+18,6.9339786,14,0,12.04991579,,,1.7,0.3076,-7.2,0,1011.5,170,5.1,1,16,1
646035,1298,0,1.45262E+18,6.3095875,14,0,12.04991579,,,3.9,0.3076,-7.2,0,1009,190,4.6,1,17,1
646036,1298,1,1.45262E+18,7.758974,14,0,12.04991579,,,3.9,0.3076,-7.2,0,1009,190,4.6,1,17,1
646037,1298,2,1.45262E+18,8.315622,14,0,12.04991579,,,3.9,0.3076,-7.2,0,1009,190,4.6,1,17,1
646038,1298,3,1.45262E+18,7.2894263,14,0,12.04991579,,,3.9,0.3076,-7.2,0,1009,190,4.6,1,17,1
648334,1298,0,1.45262E+18,6.2747297,14,0,12.04991579,,,5.6,0.3076,-7.2,0,1006.5,210,5.7,1,18,1
648335,1298,1,1.45262E+18,7.790059,14,0,12.04991579,,,5.6,0.3076,-7.2,0,1006.5,210,5.7,1,18,1
648336,1298,2,1.45262E+18,8.310936,14,0,12.04991579,,,5.6,0.3076,-7.2,0,1006.5,210,5.7,1,18,1
648337,1298,3,1.45262E+18,6.144175,14,0,12.04991579,,,5.6,0.3076,-7.2,0,1006.5,210,5.7,1,18,1
650636,1298,0,1.45263E+18,6.2750955,14,0,12.04991579,,,5.6,0.3076,-6.1,0,1004.5,200,5.1,1,19,1
650637,1298,1,1.45263E+18,7.6063476,14,0,12.04991579,,,5.6,0.3076,-6.1,0,1004.5,200,5.1,1,19,1
650638,1298,2,1.45263E+18,8.332066,14,0,12.04991579,,,5.6,0.3076,-6.1,0,1004.5,200,5.1,1,19,1
650639,1298,3,1.45263E+18,0,14,0,12.04991579,,,5.6,0.3076,-6.1,0,1004.5,200,5.1,1,19,1
652936,1298,0,1.45263E+18,6.244662,14,0,12.04991579,,,5.6,0.3076,-6.1,0,1004.5,240,11.3,1,20,1
652937,1298,1,1.45263E+18,7.7117953,14,0,12.04991579,,,5.6,0.3076,-6.1,0,1004.5,240,11.3,1,20,1
652938,1298,2,1.45263E+18,8.314774,14,0,12.04991579,,,5.6,0.3076,-6.1,0,1004.5,240,11.3,1,20,1
652939,1298,3,1.45263E+18,5.176342,14,0,12.04991579,,,5.6,0.3076,-6.1,0,1004.5,240,11.3,1,20,1
655235,1298,0,1.45263E+18,6.241661,14,0,12.04991579,,,2.8,0.3076,-2.2,0,1004.5,260,4.1,1,21,1
655236,1298,1,1.45263E+18,7.7089405,14,0,12.04991579,,,2.8,0.3076,-2.2,0,1004.5,260,4.1,1,21,1
655237,1298,2,1.45263E+18,8.270187,14,0,12.04991579,,,2.8,0.3076,-2.2,0,1004.5,260,4.1,1,21,1
655238,1298,3,1.45263E+18,6.251503,14,0,12.04991579,,,2.8,0.3076,-2.2,0,1004.5,260,4.1,1,21,1
657533,1298,0,1.45264E+18,6.147562,14,0,12.04991579,,,2.8,0.3076,-2.2,0,1004,0,0,1,22,1
657534,1298,1,1.45264E+18,7.6946115,14,0,12.04991579,,,2.8,0.3076,-2.2,0,1004,0,0,1,22,1
657535,1298,2,1.45264E+18,8.277722,14,0,12.04991579,,,2.8,0.3076,-2.2,0,1004,0,0,1,22,1
657536,1298,3,1.45264E+18,5.7650404,14,0,12.04991579,,,2.8,0.3076,-2.2,0,1004,0,0,1,22,1
659802,1298,0,1.45264E+18,6.103607,14,0,12.04991579,,,1.1,0.3076,-2.8,0,1004,0,0,1,23,1
659803,1298,1,1.45264E+18,7.732676,14,0,12.04991579,,,1.1,0.3076,-2.8,0,1004,0,0,1,23,1
659804,1298,2,1.45264E+18,8.333319,14,0,12.04991579,,,1.1,0.3076,-2.8,0,1004,0,0,1,23,1
659805,1298,3,1.45264E+18,6.5007653,14,0,12.04991579,,,1.1,0.3076,-2.8,0,1004,0,0,1,23,1
662102,1298,0,1.45264E+18,6.0921535,14,0,12.04991579,,,2.8,0,-4.4,0,1003.5,240,1.5,2,0,1
662103,1298,1,1.45264E+18,7.745137,14,0,12.04991579,,,2.8,0,-4.4,0,1003.5,240,1.5,2,0,1
662104,1298,2,1.45264E+18,8.340602,14,0,12.04991579,,,2.8,0,-4.4,0,1003.5,240,1.5,2,0,1
662105,1298,3,1.45264E+18,5.797971,14,0,12.04991579,,,2.8,0,-4.4,0,1003.5,240,1.5,2,0,1
664397,1298,0,1.45265E+18,6.072203,14,0,12.04991579,,,0.6,0.4546,-3.9,-1,1013.5,290,7.7,2,1,1
664398,1298,1,1.45265E+18,7.7323256,14,0,12.04991579,,,0.6,0.4546,-3.9,-1,1013.5,290,7.7,2,1,1
664399,1298,2,1.45265E+18,8.326824,14,0,12.04991579,,,0.6,0.4546,-3.9,-1,1013.5,290,7.7,2,1,1
664400,1298,3,1.45265E+18,6.5584645,14,0,12.04991579,,,0.6,0.4546,-3.9,-1,1013.5,290,7.7,2,1,1
666695,1298,0,1.45265E+18,6.0464854,14,0,12.04991579,,,0,2,-3.3,-1,1006,290,5.7,2,2,1
666696,1298,1,1.45265E+18,7.675063,14,0,12.04991579,,,0,2,-3.3,-1,1006,290,5.7,2,2,1
666697,1298,2,1.45265E+18,8.333319,14,0,12.04991579,,,0,2,-3.3,-1,1006,290,5.7,2,2,1
666698,1298,3,1.45265E+18,6.807138,14,0,12.04991579,,,0,2,-3.3,-1,1006,290,5.7,2,2,1
668995,1298,0,1.45265E+18,6.063569,14,0,12.04991579,,,-1.1,0.4546,-8.9,0,1007,300,9.8,2,3,1
668996,1298,1,1.45265E+18,7.598219,14,0,12.04991579,,,-1.1,0.4546,-8.9,0,1007,300,9.8,2,3,1
668997,1298,2,1.45265E+18,8.332693,14,0,12.04991579,,,-1.1,0.4546,-8.9,0,1007,300,9.8,2,3,1
668998,1298,3,1.45265E+18,6.6482096,14,0,12.04991579,,,-1.1,0.4546,-8.9,0,1007,300,9.8,2,3,1
671295,1298,0,1.45266E+18,6.020516,14,0,12.04991579,,,-2.2,0,-12.2,0,1008.5,280,8.2,2,4,1
671296,1298,1,1.45266E+18,7.5606117,14,0,12.04991579,,,-2.2,0,-12.2,0,1008.5,280,8.2,2,4,1
671297,1298,2,1.45266E+18,8.323247,14,0,12.04991579,,,-2.2,0,-12.2,0,1008.5,280,8.2,2,4,1
671298,1298,3,1.45266E+18,6.341348,14,0,12.04991579,,,-2.2,0,-12.2,0,1008.5,280,8.2,2,4,1
673595,1298,0,1.45266E+18,6.055268,14,0,12.04991579,,,-3.3,0,-13.9,0,1009.5,290,6.7,2,5,1
673596,1298,1,1.45266E+18,7.525505,14,0,12.04991579,,,-3.3,0,-13.9,0,1009.5,290,6.7,2,5,1
673597,1298,2,1.45266E+18,8.325352,14,0,12.04991579,,,-3.3,0,-13.9,0,1009.5,290,6.7,2,5,1
673598,1298,3,1.45266E+18,6.954677,14,0,12.04991579,,,-3.3,0,-13.9,0,1009.5,290,6.7,2,5,1
675893,1298,0,1.45266E+18,6.056976,14,0,12.04991579,,,-4.4,0,-13.9,0,1010,280,6.2,2,6,1
675894,1298,1,1.45266E+18,7.4579844,14,0,12.04991579,,,-4.4,0,-13.9,0,1010,280,6.2,2,6,1
675895,1298,2,1.45266E+18,8.324722,14,0,12.04991579,,,-4.4,0,-13.9,0,1010,280,6.2,2,6,1
675896,1298,3,1.45266E+18,7.038845,14,0,12.04991579,,,-4.4,0,-13.9,0,1010,280,6.2,2,6,1
678190,1298,0,1.45267E+18,6.0460496,14,0,12.04991579,,,-4.4,0,-13.9,0,1011,280,6.2,2,7,1
678191,1298,1,1.45267E+18,7.4908977,14,0,12.04991579,,,-4.4,0,-13.9,0,1011,280,6.2,2,7,1
678192,1298,2,1.45267E+18,8.3181715,14,0,12.04991579,,,-4.4,0,-13.9,0,1011,280,6.2,2,7,1
678193,1298,3,1.45267E+18,6.791846,14,0,12.04991579,,,-4.4,0,-13.9,0,1011,280,6.2,2,7,1
680486,1298,0,1.45267E+18,6.055268,14,0,12.04991579,,,-5,0,-13.9,0,1012.5,270,5.7,2,8,1
680487,1298,1,1.45267E+18,7.4367056,14,0,12.04991579,,,-5,0,-13.9,0,1012.5,270,5.7,2,8,1
680488,1298,2,1.45267E+18,8.311791,14,0,12.04991579,,,-5,0,-13.9,0,1012.5,270,5.7,2,8,1
680489,1298,3,1.45267E+18,6.6492968,14,0,12.04991579,,,-5,0,-13.9,0,1012.5,270,5.7,2,8,1
682785,1298,0,1.45268E+18,6.054836,14,0,12.04991579,,,-5.6,0,-13.9,0,1013.5,270,5.7,2,9,1
682786,1298,1,1.45268E+18,7.451561,14,0,12.04991579,,,-5.6,0,-13.9,0,1013.5,270,5.7,2,9,1
682787,1298,2,1.45268E+18,8.32219,14,0,12.04991579,,,-5.6,0,-13.9,0,1013.5,270,5.7,2,9,1
682788,1298,3,1.45268E+18,6.466482,14,0,12.04991579,,,-5.6,0,-13.9,0,1013.5,270,5.7,2,9,1
685082,1298,0,1.45268E+18,6.03934,14,0,12.04991579,,,-6.1,0,-13.9,0,1014,270,5.7,2,10,1
685083,1298,1,1.45268E+18,7.4412208,14,0,12.04991579,,,-6.1,0,-13.9,0,1014,270,5.7,2,10,1
685084,1298,2,1.45268E+18,8.312857,14,0,12.04991579,,,-6.1,0,-13.9,0,1014,270,5.7,2,10,1
685085,1298,3,1.45268E+18,6.8696213,14,0,12.04991579,,,-6.1,0,-13.9,0,1014,270,5.7,2,10,1
687375,1298,0,1.45268E+18,6.0728073,14,0,12.04991579,,,-6.1,0,-13.9,0,1015,270,4.6,2,11,1
687376,1298,1,1.45268E+18,7.493946,14,0,12.04991579,,,-6.1,0,-13.9,0,1015,270,4.6,2,11,1
687377,1298,2,1.45268E+18,8.31371,14,0,12.04991579,,,-6.1,0,-13.9,0,1015,270,4.6,2,11,1
687378,1298,3,1.45268E+18,6.485429,14,0,12.04991579,,,-6.1,0,-13.9,0,1015,270,4.6,2,11,1
689671,1298,0,1.45269E+18,6.161256,14,0,12.04991579,,,-6.7,0,-13.9,0,1016,270,5.7,2,12,1
689672,1298,1,1.45269E+18,7.4895463,14,0,12.04991579,,,-6.7,0,-13.9,0,1016,270,5.7,2,12,1
689673,1298,2,1.45269E+18,8.318596,14,0,12.04991579,,,-6.7,0,-13.9,0,1016,270,5.7,2,12,1
689674,1298,3,1.45269E+18,6.745526,14,0,12.04991579,,,-6.7,0,-13.9,0,1016,270,5.7,2,12,1
691969,1298,0,1.45269E+18,6.203367,14,0,12.04991579,,,-6.7,4,-13.9,0,1017,250,5.1,2,13,1
691970,1298,1,1.45269E+18,7.549583,14,0,12.04991579,,,-6.7,4,-13.9,0,1017,250,5.1,2,13,1
691971,1298,2,1.45269E+18,8.313497,14,0,12.04991579,,,-6.7,4,-13.9,0,1017,250,5.1,2,13,1
691972,1298,3,1.45269E+18,7.0080166,14,0,12.04991579,,,-6.7,4,-13.9,0,1017,250,5.1,2,13,1
694267,1298,0,1.45269E+18,6.2572823,14,0,12.04991579,,,-6.1,0,-13.9,0,1018,260,6.2,2,14,1
694268,1298,1,1.45269E+18,7.494736,14,0,12.04991579,,,-6.1,0,-13.9,0,1018,260,6.2,2,14,1
694269,1298,2,1.45269E+18,8.311151,14,0,12.04991579,,,-6.1,0,-13.9,0,1018,260,6.2,2,14,1
694270,1298,3,1.45269E+18,7.1964393,14,0,12.04991579,,,-6.1,0,-13.9,0,1018,260,6.2,2,14,1
696565,1298,0,1.4527E+18,6.3220983,14,0,12.04991579,,,-5.6,0,-13.9,0,1018.5,270,6.7,2,15,1
696566,1298,1,1.4527E+18,7.516602,14,0,12.04991579,,,-5.6,0,-13.9,0,1018.5,270,6.7,2,15,1
696567,1298,2,1.4527E+18,8.295226,14,0,12.04991579,,,-5.6,0,-13.9,0,1018.5,270,6.7,2,15,1
696568,1298,3,1.4527E+18,7.282039,14,0,12.04991579,,,-5.6,0,-13.9,0,1018.5,270,6.7,2,15,1
698861,1298,0,1.4527E+18,6.288693,14,0,12.04991579,,,-4.4,0,-15,0,1018,280,7.7,2,16,1
698862,1298,1,1.4527E+18,7.599822,14,0,12.04991579,,,-4.4,0,-15,0,1018,280,7.7,2,16,1
698863,1298,2,1.4527E+18,8.296743,14,0,12.04991579,,,-4.4,0,-15,0,1018,280,7.7,2,16,1
698864,1298,3,1.4527E+18,6.5059934,14,0,12.04991579,,,-4.4,0,-15,0,1018,280,7.7,2,16,1
701159,1298,0,1.4527E+18,6.293423,14,0,12.04991579,,,-3.3,2,-14.4,0,1017,320,8.8,2,17,1
701160,1298,1,1.4527E+18,7.5841227,14,0,12.04991579,,,-3.3,2,-14.4,0,1017,320,8.8,2,17,1
701161,1298,2,1.4527E+18,8.312005,14,0,12.04991579,,,-3.3,2,-14.4,0,1017,320,8.8,2,17,1
701162,1298,3,1.4527E+18,6.7244177,14,0,12.04991579,,,-3.3,2,-14.4,0,1017,320,8.8,2,17,1
703457,1298,0,1.45271E+18,6.2837944,14,0,12.04991579,,,-2.8,0,-15,0,1016,300,6.2,2,18,1
703458,1298,1,1.45271E+18,7.6143417,14,0,12.04991579,,,-2.8,0,-15,0,1016,300,6.2,2,18,1
703459,1298,2,1.45271E+18,8.327876,14,0,12.04991579,,,-2.8,0,-15,0,1016,300,6.2,2,18,1
703460,1298,3,1.45271E+18,6.4181542,14,0,12.04991579,,,-2.8,0,-15,0,1016,300,6.2,2,18,1
705758,1298,0,1.45271E+18,6.3016257,14,0,12.04991579,,,-2.8,0,-15,0,1015.5,310,6.2,2,19,1
705759,1298,1,1.45271E+18,7.7019734,14,0,12.04991579,,,-2.8,0,-15,0,1015.5,310,6.2,2,19,1
705760,1298,2,1.45271E+18,8.31456,14,0,12.04991579,,,-2.8,0,-15,0,1015.5,310,6.2,2,19,1
705761,1298,3,1.45271E+18,6.5185943,14,0,12.04991579,,,-2.8,0,-15,0,1015.5,310,6.2,2,19,1
708061,1298,0,1.45272E+18,6.2837944,14,0,12.04991579,,,-2.8,2,-15,0,1015.5,310,6.2,2,20,1
708062,1298,1,1.45272E+18,7.6765294,14,0,12.04991579,,,-2.8,2,-15,0,1015.5,310,6.2,2,20,1
708063,1298,2,1.45272E+18,8.34143,14,0,12.04991579,,,-2.8,2,-15,0,1015.5,310,6.2,2,20,1
